#EntrezID	Name	Score
10617	STAMBP	0.305582
79576	NKAP	0.305473
51631	LUC7L2	0.305473
55293	UEVLD	0.305418
23002	DAAM1	0.305294
9819	TSC22D2	0.305275
11044	PAPD7	0.305252
4848	CNOT2	0.305211
1112	FOXN3	0.304915
54477	PLEKHA5	0.304757
9857	CEP350	0.304757
26009	ZZZ3	0.304620
10762	NUP50	0.304577
23072	HECW1	0.304551
23244	PDS5A	0.304477
5128	CDK17	0.304476
26019	UPF2	0.304222
57466	SCAF4	0.304203
6651	SON	0.304199
2186	BPTF	0.304193
54520	CCDC93	0.304140
23269	MGA	0.304054
23369	PUM2	0.304054
54469	ZFAND6	0.304037
7750	ZMYM2	0.304037
23613	ZMYND8	0.303954
23067	SETD1B	0.303869
23774	BRD1	0.303869
23644	EDC4	0.303834
8905	AP1S2	0.303815
23258	DENND5A	0.303815
7091	TLE4	0.303815
9444	QKI	0.303815
23126	POGZ	0.303726
7874	USP7	0.303725
9765	ZFYVE16	0.303432
6421	SFPQ	0.303173
23198	PSME4	0.303016
114882	OSBPL8	0.302999
29110	TBK1	0.302722
10746	MAP3K2	0.302647
9440	MED17	0.302560
5986	RFNG	0.302552
23015	GOLGA8A	0.302526
22878	TRAPPC8	0.302465
9782	MATR3	0.302299
22887	FOXJ3	0.302274
8473	OGT	0.302233
4820	NKTR	0.302201
10114	HIPK3	0.302066
54700	RRN3	0.301939
64978	MRPL38	0.301657
11161	ERG28	0.301657
51441	YTHDF2	0.301577
51274	KLF3	0.301370
5500	PPP1CB	0.301359
80267	EDEM3	0.301298
6787	NEK4	0.301104
81555	YIPF5	0.301041
7150	TOP1	0.301019
64089	SNX16	0.300996
55327	LIN7C	0.300891
8491	MAP4K3	0.300867
170506	DHX36	0.300820
9140	ATG12	0.300820
55660	PRPF40A	0.300722
5290	PIK3CA	0.300568
9295	SRSF11	0.300533
23141	ANKLE2	0.300477
55183	RIF1	0.300477
5903	RANBP2	0.300477
10206	TRIM13	0.300391
57730	ANKRD36B	0.300324
51068	NMD3	0.300253
8125	ANP32A	0.300110
26130	GAPVD1	0.300055
55031	USP47	0.299983
26057	ANKRD17	0.299983
3842	TNPO1	0.299831
8674	VAMP4	0.299805
9716	AQR	0.299799
1027	CDKN1B	0.299790
56616	DIABLO	0.299691
23429	RYBP	0.299645
22908	SACM1L	0.299609
29882	ANAPC2	0.299454
51542	VPS54	0.299426
8939	FUBP3	0.299418
9354	UBE4A	0.299398
57521	RPTOR	0.299294
2475	MTOR	0.299294
253260	RICTOR	0.299294
55904	KMT2E	0.299294
1385	CREB1	0.299294
22834	ZNF652	0.299268
54737	MPHOSPH8	0.299268
29982	NRBF2	0.299135
23341	DNAJC16	0.299114
9202	ZMYM4	0.299114
22841	RAB11FIP2	0.299108
11183	MAP4K5	0.299093
6938	TCF12	0.299064
51366	UBR5	0.299016
6009	RHEB	0.298776
10049	DNAJB6	0.298776
54407	SLC38A2	0.298749
51720	UIMC1	0.298726
55500	ETNK1	0.298709
23215	PRRC2C	0.298536
10228	STX6	0.298504
55186	SLC25A36	0.298337
285381	DPH3	0.298329
51026	GOLT1B	0.298329
23389	MED13L	0.298231
55233	MOB1A	0.298117
22856	CHSY1	0.298089
10181	RBM5	0.298047
54877	ZCCHC2	0.298038
80205	CHD9	0.297720
5495	PPM1B	0.297668
51105	PHF20L1	0.297606
55196	KIAA1551	0.297585
55769	ZNF83	0.297585
51455	REV1	0.297533
7716	VEZF1	0.297490
353376	TICAM2	0.297351
10724	MGEA5	0.297342
10260	DENND4A	0.297319
7541	ZBTB14	0.297243
10664	CTCF	0.297243
4659	PPP1R12A	0.297230
220594	USP32P2	0.297185
10016	PDCD6	0.297154
54014	BRWD1	0.297143
51780	KDM3B	0.297122
5286	PIK3C2A	0.297119
1982	EIF4G2	0.296835
9852	EPM2AIP1	0.296827
79609	VCPKMT	0.296699
79718	TBL1XR1	0.296692
10097	ACTR2	0.296666
1456	CSNK1G3	0.296642
9774	BCLAF1	0.296619
84864	RIOX2	0.296470
10915	TCERG1	0.296391
23047	PDS5B	0.296364
79573	TTC13	0.296352
54103	GSAP	0.296352
54465	ETAA1	0.296352
7072	TIA1	0.296352
64746	ACBD3	0.296302
6917	TCEA1	0.296235
56910	STARD7	0.296230
100128062	SLC2A3P1	0.296196
10308	ZNF267	0.296191
23515	MORC3	0.296191
9497	SLC4A7	0.296157
7155	TOP2B	0.296113
22938	SNW1	0.295979
3720	JARID2	0.295841
7109	TRAPPC10	0.295738
51692	CPSF3	0.295713
92610	TIFA	0.295608
1856	DVL2	0.295608
51552	RAB14	0.295483
9778	KIAA0232	0.295455
9360	PPIG	0.295339
5885	RAD21	0.295086
204851	HIPK1	0.295030
23033	DOPEY1	0.295024
6294	SAFB	0.294954
5930	RBBP6	0.294926
9334	B4GALT5	0.294853
64083	GOLPH3	0.294853
23230	VPS13A	0.294749
57763	ANKRA2	0.294718
22849	CPEB3	0.294648
29994	BAZ2B	0.294648
10138	YAF2	0.294624
1655	DDX5	0.294603
26092	TOR1AIP1	0.294595
149420	PDIK1L	0.294546
57826	RAP2C	0.294546
6894	TARBP1	0.294479
22858	ICK	0.294469
51809	GALNT7	0.294435
64750	SMURF2	0.294394
10180	RBM6	0.294341
9600	PITPNM1	0.294322
10802	SEC24A	0.294311
23048	FNBP1	0.294243
10140	TOB1	0.294218
1654	DDX3X	0.294027
22911	WDR47	0.293902
23197	FAF2	0.293880
57698	SHTN1	0.293829
5906	RAP1A	0.293664
79048	SECISBP2	0.293592
7743	ZNF189	0.293566
2886	GRB7	0.293447
23506	BICRAL	0.293276
10427	SEC24B	0.293243
23394	ADNP	0.293234
22870	PPP6R1	0.293209
55207	ARL8B	0.293124
9926	LPGAT1	0.293076
23195	MDN1	0.293030
9972	NUP153	0.293030
23008	KLHDC10	0.292913
55734	ZFP64	0.292911
50618	ITSN2	0.292908
26959	HBP1	0.292901
64844	MARCH7	0.292846
7174	TPP2	0.292817
9098	USP6	0.292805
26512	INTS6	0.292801
2145	EZH1	0.292779
26278	SACS	0.292735
55656	INTS8	0.292717
6016	RIT1	0.292672
27252	KLHL20	0.292661
23116	TOGARAM1	0.292661
663	BNIP2	0.292649
5898	RALA	0.292617
7637	ZNF84	0.292401
8239	USP9X	0.292368
64864	RFX7	0.292201
3841	KPNA5	0.292201
1386	ATF2	0.292201
23119	HIC2	0.292128
54454	ATAD2B	0.292124
466	ATF1	0.292005
196	AHR	0.291987
192669	AGO3	0.291723
10147	SUGP2	0.291701
10905	MAN1A2	0.291655
3416	IDE	0.291655
6611	SMS	0.291493
900	CCNG1	0.291479
24149	ZNF318	0.291284
51715	RAB23	0.291283
10640	EXOC5	0.291283
8446	DUSP11	0.291181
988	CDC5L	0.291172
10765	KDM5B	0.291116
598	BCL2L1	0.291115
2948	GSTM4	0.291101
51663	ZFR	0.290989
1060	CENPC	0.290946
329	BIRC2	0.290945
10793	ZNF273	0.290866
79882	ZC3H14	0.290828
54556	ING3	0.290817
9728	SECISBP2L	0.290788
3091	HIF1A	0.290501
57798	GATAD1	0.290496
5529	PPP2R5E	0.290458
51029	DESI2	0.290442
7525	YES1	0.290427
9988	DMTF1	0.290403
7270	TTF1	0.290363
22823	MTF2	0.290363
51136	RNFT1	0.290347
23473	CAPN7	0.290347
23118	TAB2	0.290195
6839	SUV39H1	0.290092
57003	CCDC47	0.290019
23011	RAB21	0.289956
23325	WASHC4	0.289836
7705	ZNF146	0.289829
29896	TRA2A	0.289825
7543	ZFX	0.289694
7594	ZNF43	0.289689
1452	CSNK1A1	0.289678
4090	SMAD5	0.289576
6604	SMARCD3	0.289565
4534	MTM1	0.289494
4320	MMP11	0.289473
9849	ZNF518A	0.289443
51351	ZNF117	0.289255
57343	ZNF304	0.289245
90333	ZNF468	0.289245
253943	YTHDF3	0.289245
2969	GTF2I	0.289236
54764	ZRANB1	0.289233
55269	PSPC1	0.289047
9709	HERPUD1	0.289045
3895	KTN1	0.288923
22955	SCMH1	0.288854
56242	ZNF253	0.288852
6868	ADAM17	0.288731
26037	SIPA1L1	0.288731
490	ATP2B1	0.288731
5411	PNN	0.288670
10521	DDX17	0.288603
55288	RHOT1	0.288601
7267	TTC3	0.288339
55236	UBA6	0.288313
10048	RANBP9	0.288208
10299	MARCH6	0.288194
7415	VCP	0.288188
6744	SSFA2	0.288132
9913	SUPT7L	0.288109
23272	FAM208A	0.288075
23036	ZNF292	0.288054
160	AP2A1	0.288037
2060	EPS15	0.288037
22890	ZBTB1	0.288034
26039	SS18L1	0.288034
7644	ZNF91	0.287936
81931	ZNF93	0.287909
11325	DDX42	0.287900
51465	UBE2J1	0.287888
57187	THOC2	0.287700
27161	AGO2	0.287680
8661	EIF3A	0.287544
6878	TAF6	0.287437
25803	SPDEF	0.287396
60684	TRAPPC11	0.287325
64430	PCNX4	0.287247
221294	NT5DC1	0.287213
5527	PPP2R5C	0.287213
10472	ZBTB18	0.287204
79960	JADE1	0.287197
7337	UBE3A	0.287197
80254	CEP63	0.287127
55320	MIS18BP1	0.287127
9126	SMC3	0.287127
10179	RBM7	0.286999
7766	ZNF223	0.286965
7639	ZNF85	0.286964
10658	CELF1	0.286873
9921	RNF10	0.286862
7328	UBE2H	0.286862
5412	UBL3	0.286777
7189	TRAF6	0.286766
23219	FBXO28	0.286748
23191	CYFIP1	0.286696
2332	FMR1	0.286696
84196	USP48	0.286672
9859	CEP170	0.286672
55818	KDM3A	0.286614
57178	ZMIZ1	0.286593
889	KRIT1	0.286555
6093	ROCK1	0.286532
286451	YIPF6	0.286487
1974	EIF4A2	0.286448
9693	RAPGEF2	0.286443
51526	OSER1	0.286441
5469	MED1	0.286378
11177	BAZ1A	0.286341
64061	TSPYL2	0.286331
4335	MNT	0.286331
6844	VAMP2	0.286331
9451	EIF2AK3	0.286290
6197	RPS6KA3	0.286181
8027	STAM	0.286149
644504	644504	0.286142
55454	CSGALNACT2	0.286142
23122	CLASP2	0.285970
4927	NUP88	0.285782
4928	NUP98	0.285782
8454	CUL1	0.285679
