#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	UNION	Conflict?	Degree
5295	PIK3R1	Positive	0.903316	Positive	0.932347	0.842204	0.613325	NO	746
4478	MSN	Positive	0.886576	Positive	0.948841	0.841220	0.615113	NO	607
3106	HLA-B	Positive	0.902182	Positive	0.932268	0.841076	1.000000	NO	672
5605	MAP2K2	Positive	0.895110	Positive	0.939589	0.841035	1.000000	NO	1051
5604	MAP2K1	Positive	0.911571	Positive	0.922483	0.840909	1.000000	NO	1090
5290	PIK3CA	Positive	0.887902	Positive	0.920168	0.817019	0.599687	NO	1435
3105	HLA-A	Positive	0.877553	Positive	0.927706	0.814111	0.598619	NO	494
3265	HRAS	Positive	0.886672	Positive	0.910088	0.806950	0.593969	NO	1232
5579	PRKCB	Positive	0.879772	Positive	0.912561	0.802846	0.589379	NO	134
1499	CTNNB1	Positive	0.864993	Positive	0.924533	0.799714	1.000000	NO	100
3123	HLA-DRB1	Positive	0.850741	Positive	0.934376	0.794913	0.589355	NO	92
22798	LAMB4	Positive	0.883318	Positive	0.893189	0.788971	1.000000	NO	85
5175	PECAM1	Positive	0.856065	Positive	0.918040	0.785902	0.581639	NO	173
3676	ITGA4	Positive	0.860274	Positive	0.865659	0.744704	1.000000	NO	58
1950	EGF	Positive	0.840084	Positive	0.840188	0.705829	0.528677	NO	9
5294	PIK3CG	Positive	0.816406	Positive	0.841735	0.687197	0.517097	NO	16
57502	NLGN4X	Positive	0.821653	Positive	0.832837	0.684303	1.000000	NO	4
5923	RASGRF1	Unlabeled	0.342972	Positive	0.950102	0.325858	0.665501	NO	1025
815	CAMK2A	Unlabeled	0.336956	Positive	0.944289	0.318184	0.662759	NO	1081
9369	NRXN3	Unlabeled	0.327279	Positive	0.941254	0.308053	0.638879	NO	815
6900	CNTN2	Unlabeled	0.337754	Positive	0.911970	0.308021	0.625181	NO	692
8174	MADCAM1	Unlabeled	0.327231	Positive	0.939293	0.307366	0.658907	NO	769
51208	CLDN18	Unlabeled	0.328798	Positive	0.933046	0.306783	0.655331	NO	792
5581	PRKCE	Unlabeled	0.324540	Positive	0.944654	0.306578	0.656753	NO	1153
1272	CNTN1	Unlabeled	0.327049	Positive	0.935096	0.305822	0.634937	NO	428
1002	CDH4	Unlabeled	0.319668	Positive	0.951403	0.304133	0.658901	NO	1003
57863	CADM3	Unlabeled	0.328749	Positive	0.922907	0.303405	0.628739	NO	1009
53358	SHC3	Unlabeled	0.329278	Positive	0.919754	0.302855	0.627995	NO	258
4684	NCAM1	Unlabeled	0.315488	Positive	0.955029	0.301300	0.659411	NO	1082
9071	CLDN10	Unlabeled	0.322561	Positive	0.920976	0.297071	0.625781	NO	512
9223	MAGI1	Unlabeled	0.311442	Positive	0.943402	0.293815	0.653159	NO	692
23114	NFASC	Unlabeled	0.307041	Positive	0.955896	0.293499	0.653501	NO	982
7143	TNR	Unlabeled	0.320062	Positive	0.911172	0.291632	0.618917	NO	1082
50649	ARHGEF4	Unlabeled	0.310741	Positive	0.934613	0.290422	0.633191	NO	1229
941	CD80	Unlabeled	0.314988	Positive	0.911231	0.287027	0.617915	NO	763
1288	COL4A6	Unlabeled	0.298335	Positive	0.961414	0.286823	0.657497	NO	618
1101	CHAD	Unlabeled	0.310116	Positive	0.920966	0.285606	0.623705	NO	381
57144	PAK5	Unlabeled	0.308857	Positive	0.916335	0.283017	0.621479	NO	217
8516	ITGA8	Unlabeled	0.307176	Positive	0.919094	0.282323	0.624701	NO	331
23533	PIK3R5	Unlabeled	0.298661	Positive	0.940624	0.280928	0.650435	NO	871
10297	APC2	Unlabeled	0.304523	Positive	0.921203	0.280528	0.623153	NO	1489
5054	SERPINE1	Positive	0.905863	Unlabeled	0.307928	0.278941	0.635927	NO	593
4099	MAG	Unlabeled	0.305061	Positive	0.911802	0.278156	0.617963	NO	1103
8515	ITGA10	Unlabeled	0.296509	Positive	0.935322	0.277331	0.647123	NO	332
5155	PDGFB	Unlabeled	0.299766	Positive	0.925035	0.277295	0.623693	NO	1746
8395	PIP5K1B	Unlabeled	0.297864	Positive	0.926415	0.275945	0.624065	NO	480
3645	INSRR	Unlabeled	0.294721	Positive	0.934909	0.275538	0.648599	NO	384
9080	CLDN9	Unlabeled	0.298863	Positive	0.912669	0.272763	0.614615	NO	663
4342	MOS	Unlabeled	0.295750	Positive	0.922060	0.272699	0.642611	NO	233
3111	HLA-DOA	Unlabeled	0.296960	Positive	0.912945	0.271109	0.616013	NO	1743
2131	EXT1	Positive	0.895609	Unlabeled	0.302410	0.270841	0.627611	NO	436
3897	L1CAM	Unlabeled	0.284891	Positive	0.950369	0.270751	0.635987	NO	776
9037	SEMA5A	Positive	0.942342	Unlabeled	0.284851	0.268427	0.647783	NO	634
9863	MAGI2	Unlabeled	0.287062	Positive	0.934120	0.268151	0.637655	NO	481
1000	CDH2	Unlabeled	0.278116	Positive	0.962725	0.267749	0.643733	NO	1002
4862	NPAS2	Positive	0.941909	Unlabeled	0.283127	0.266680	0.649073	NO	1217
23308	ICOSLG	Unlabeled	0.290310	Positive	0.917291	0.266299	0.619379	NO	1129
5818	NECTIN1	Unlabeled	0.290993	Positive	0.913655	0.265867	0.616247	NO	2610
4323	MMP14	Unlabeled	0.272532	Positive	0.972883	0.265142	0.656369	NO	1124
4685	NCAM2	Unlabeled	0.288859	Positive	0.917754	0.265102	0.625943	NO	107
6714	SRC	Unlabeled	0.277885	Positive	0.953226	0.264887	0.646679	NO	613
2065	ERBB3	Unlabeled	0.276242	Positive	0.954468	0.263664	0.645941	NO	1509
3996	LLGL1	Unlabeled	0.284199	Positive	0.926691	0.263364	0.621977	NO	545
5063	PAK3	Unlabeled	0.291790	Positive	0.900993	0.262901	0.609107	NO	114
3910	LAMA4	Unlabeled	0.273772	Positive	0.959542	0.262696	0.645791	NO	1403
4626	MYH8	Unlabeled	0.283680	Positive	0.922001	0.261553	0.634013	NO	289
5133	PDCD1	Unlabeled	0.290349	Positive	0.900501	0.261459	0.602897	NO	366
947	CD34	Unlabeled	0.272052	Positive	0.958419	0.260740	0.648491	NO	334
5609	MAP2K7	Unlabeled	0.280432	Positive	0.925597	0.259567	0.617273	NO	722
9074	CLDN6	Unlabeled	0.283891	Positive	0.907585	0.257655	0.612383	NO	324
8828	NRP2	Positive	0.956276	Unlabeled	0.268485	0.256746	0.655085	NO	1426
3696	ITGB8	Unlabeled	0.268516	Positive	0.953817	0.256115	0.637031	NO	646
3680	ITGA9	Unlabeled	0.272254	Positive	0.940072	0.255938	0.635987	NO	206
83660	TLN2	Unlabeled	0.272148	Positive	0.938722	0.255471	0.625031	NO	238
7035	TFPI	Positive	0.898377	Unlabeled	0.282556	0.253841	0.625103	NO	741
23362	PSD3	Positive	0.926130	Unlabeled	0.273096	0.252923	0.639911	NO	1207
1013	CDH15	Unlabeled	0.276002	Positive	0.912256	0.251784	0.608813	NO	635
1435	CSF1	Unlabeled	0.260905	Positive	0.959118	0.250238	0.643313	NO	789
3984	LIMK1	Unlabeled	0.267795	Positive	0.933775	0.250060	0.623615	NO	540
7436	VLDLR	Positive	0.924362	Unlabeled	0.270446	0.249990	0.634223	NO	489
93408	MYL10	Unlabeled	0.267065	Positive	0.934554	0.249586	0.640847	NO	302
2036	EPB41L1	Unlabeled	0.264787	Positive	0.941678	0.249344	0.626003	NO	463
6196	RPS6KA2	Positive	0.922305	Unlabeled	0.269313	0.248388	0.632525	NO	1305
7039	TGFA	Unlabeled	0.260741	Positive	0.951787	0.248170	0.630503	NO	819
5578	PRKCA	Unlabeled	0.256148	Positive	0.968440	0.248064	0.642353	NO	716
348	APOE	Positive	0.911763	Unlabeled	0.272042	0.248038	0.630755	NO	392
22989	MYH15	Unlabeled	0.270630	Positive	0.915734	0.247825	0.629765	NO	193
3778	KCNMA1	Positive	0.951865	Unlabeled	0.259144	0.246670	0.648521	NO	1272
6383	SDC2	Positive	0.891429	Unlabeled	0.274880	0.245036	0.613859	NO	455
25759	SHC2	Unlabeled	0.259233	Positive	0.943412	0.244563	0.638921	NO	222
2697	GJA1	Positive	0.894994	Unlabeled	0.273195	0.244508	0.619571	NO	224
6505	SLC1A1	Positive	0.939689	Unlabeled	0.259765	0.244098	0.638789	NO	582
3953	LEPR	Positive	0.922353	Unlabeled	0.263539	0.243076	0.633185	NO	675
89	ACTN3	Unlabeled	0.270611	Positive	0.897870	0.242973	0.604841	NO	207
2562	GABRB3	Positive	0.978147	Unlabeled	0.248305	0.242879	0.659411	NO	334
1129	CHRM2	Unlabeled	0.268641	Positive	0.902412	0.242424	0.617711	NO	101
7410	VAV2	Unlabeled	0.254063	Positive	0.952280	0.241939	0.641519	NO	416
4582	MUC1	Positive	0.919797	Unlabeled	0.262701	0.241632	0.624479	NO	474
375790	AGRN	Positive	0.908832	Unlabeled	0.265647	0.241429	0.624365	NO	1426
1641	DCX	Positive	0.995186	Unlabeled	0.242442	0.241275	0.667925	NO	544
1793	DOCK1	Unlabeled	0.250142	Positive	0.964439	0.241246	0.643313	NO	473
5296	PIK3R2	Unlabeled	0.257128	Positive	0.934583	0.240308	0.617969	NO	877
5228	PGF	Unlabeled	0.249517	Positive	0.960340	0.239621	0.641789	NO	906
8506	CNTNAP1	Unlabeled	0.253659	Positive	0.941727	0.238877	0.635549	NO	216
3481	IGF2	Positive	0.922209	Unlabeled	0.258779	0.238649	0.624755	NO	900
10418	SPON1	Positive	0.928561	Unlabeled	0.256365	0.238051	0.630755	NO	397
2571	GAD1	Positive	0.959466	Unlabeled	0.248010	0.237957	0.650147	NO	377
5101	PCDH9	Positive	0.938805	Unlabeled	0.253409	0.237902	0.637193	NO	585
6616	SNAP25	Positive	0.959966	Unlabeled	0.247753	0.237835	0.647573	NO	648
627	BDNF	Positive	0.929157	Unlabeled	0.254887	0.236830	0.632885	NO	200
63923	TNN	Unlabeled	0.263288	Positive	0.897554	0.236315	0.596213	NO	124
4915	NTRK2	Positive	0.974227	Unlabeled	0.242442	0.236194	0.655925	NO	1163
3480	IGF1R	Unlabeled	0.247220	Positive	0.955167	0.236137	0.635813	NO	1271
9568	GABBR2	Positive	0.975726	Unlabeled	0.242009	0.236134	0.658565	NO	1179
2260	FGFR1	Unlabeled	0.244520	Positive	0.962735	0.235408	0.634811	NO	1659
367	AR	Positive	0.929061	Unlabeled	0.252907	0.234966	0.630803	NO	656
4137	MAPT	Positive	0.952931	Unlabeled	0.246453	0.234853	0.638087	NO	819
9542	NRG2	Unlabeled	0.259357	Positive	0.905467	0.234840	0.596645	NO	131
6535	SLC6A8	Positive	0.912128	Unlabeled	0.255626	0.233164	0.627665	NO	952
6693	SPN	Unlabeled	0.255639	Positive	0.910531	0.232767	0.605237	NO	337
4313	MMP2	Unlabeled	0.238966	Positive	0.973682	0.232676	0.640541	NO	709
6000	RGS7	Positive	0.962416	Unlabeled	0.241615	0.232534	0.641213	NO	427
923	CD6	Unlabeled	0.255072	Positive	0.909487	0.231984	0.602681	NO	545
1545	CYP1B1	Positive	0.882828	Unlabeled	0.262671	0.231894	0.608393	NO	340
9732	DOCK4	Positive	0.912196	Unlabeled	0.254188	0.231869	0.629597	NO	618
50855	PARD6A	Unlabeled	0.239177	Positive	0.964232	0.230622	0.642365	NO	211
1804	DPP6	Positive	0.992110	Unlabeled	0.232047	0.230216	0.663965	NO	854
2002	ELK1	Unlabeled	0.245885	Positive	0.935096	0.229926	0.617969	NO	548
3358	HTR2C	Positive	0.990746	Unlabeled	0.231860	0.229714	0.662225	NO	683
4660	PPP1R12B	Unlabeled	0.247355	Positive	0.928553	0.229682	0.624893	NO	368
2909	ARHGAP35	Unlabeled	0.242223	Positive	0.946181	0.229187	0.633089	NO	825
3927	LASP1	Positive	0.896935	Unlabeled	0.254848	0.228582	0.625139	NO	597
2264	FGFR4	Unlabeled	0.246653	Positive	0.925814	0.228355	0.610199	NO	388
5914	RARA	Positive	0.923016	Unlabeled	0.247330	0.228289	0.631673	NO	306
5916	RARG	Positive	0.918135	Unlabeled	0.248404	0.228068	0.618737	NO	714
7425	VGF	Positive	0.977734	Unlabeled	0.232944	0.227757	0.661073	NO	517
40	ASIC2	Positive	1.000000	Unlabeled	0.227465	0.227465	0.669353	NO	359
7074	TIAM1	Unlabeled	0.237197	Positive	0.955167	0.226563	0.630071	NO	706
54538	ROBO4	Positive	0.957631	Unlabeled	0.235860	0.225867	0.650147	NO	439
26960	NBEA	Positive	0.926505	Unlabeled	0.243181	0.225309	0.628649	NO	763
1006	CDH8	Positive	0.992793	Unlabeled	0.226618	0.224985	0.665783	NO	872
933	CD22	Unlabeled	0.246269	Positive	0.912630	0.224753	0.608117	NO	425
6853	SYN1	Positive	0.974573	Unlabeled	0.230569	0.224706	0.653681	NO	261
10000	AKT3	Unlabeled	0.235890	Positive	0.952034	0.224576	0.628781	NO	1403
4763	NF1	Positive	0.931012	Unlabeled	0.241142	0.224506	0.631607	NO	1273
5864	RAB3A	Positive	0.960187	Unlabeled	0.233703	0.224398	0.650075	NO	314
5187	PER1	Positive	0.909169	Unlabeled	0.246610	0.224210	0.619601	NO	427
491	ATP2B2	Positive	0.983087	Unlabeled	0.228007	0.224151	0.660611	NO	1703
3691	ITGB4	Unlabeled	0.235285	Positive	0.952556	0.224122	0.627533	NO	1319
1760	DMPK	Positive	0.912936	Unlabeled	0.245438	0.224069	0.614561	NO	515
321	APBA2	Positive	0.951125	Unlabeled	0.235476	0.223967	0.646403	NO	270
3382	ICA1	Positive	0.956564	Unlabeled	0.234057	0.223891	0.646307	NO	618
26470	SEZ6L2	Positive	0.919845	Unlabeled	0.243221	0.223726	0.629315	NO	529
867	CBL	Unlabeled	0.234612	Positive	0.952723	0.223521	0.625865	NO	299
9783	RIMS3	Positive	0.932866	Unlabeled	0.239467	0.223390	0.627071	NO	381
9722	NOS1AP	Positive	0.988814	Unlabeled	0.225771	0.223245	0.661985	NO	924
3782	KCNN3	Positive	0.971940	Unlabeled	0.229613	0.223170	0.654149	NO	392
5080	PAX6	Positive	0.948473	Unlabeled	0.235161	0.223044	0.633641	NO	430
5817	PVR	Unlabeled	0.234747	Positive	0.948270	0.222603	0.625739	NO	486
2903	GRIN2A	Positive	0.955901	Unlabeled	0.232175	0.221937	0.635123	NO	932
23345	SYNE1	Positive	0.904940	Unlabeled	0.244758	0.221491	0.618617	NO	490
1509	CTSD	Positive	0.890362	Unlabeled	0.248217	0.221003	0.605567	NO	586
2173	FABP7	Positive	0.945686	Unlabeled	0.233643	0.220953	0.632423	NO	440
8912	CACNA1H	Positive	0.970825	Unlabeled	0.227406	0.220772	0.651887	NO	842
5335	PLCG1	Unlabeled	0.231057	Positive	0.954536	0.220552	0.637625	NO	238
9344	TAOK2	Positive	0.917183	Unlabeled	0.240038	0.220159	0.621971	NO	1129
2572	GAD2	Positive	0.995954	Unlabeled	0.220854	0.219960	0.665663	NO	1041
9644	SH3PXD2A	Unlabeled	0.233661	Positive	0.941146	0.219909	0.618485	NO	265
7466	WFS1	Positive	0.905786	Unlabeled	0.242738	0.219869	0.617285	NO	564
2915	GRM5	Positive	0.998193	Unlabeled	0.220026	0.219629	0.666455	NO	368
7424	VEGFC	Unlabeled	0.227146	Positive	0.965631	0.219339	0.636593	NO	339
4852	NPY	Positive	0.949616	Unlabeled	0.230806	0.219177	0.630023	NO	560
9915	ARNT2	Positive	0.943254	Unlabeled	0.232293	0.219112	0.633689	NO	170
5799	PTPRN2	Positive	0.928350	Unlabeled	0.235634	0.218751	0.621575	NO	328
23314	SATB2	Positive	0.918903	Unlabeled	0.237260	0.218019	0.624383	NO	645
7534	YWHAZ	Positive	0.912196	Unlabeled	0.238600	0.217650	0.628751	NO	1548
8503	PIK3R3	Unlabeled	0.231441	Positive	0.938278	0.217156	0.626495	NO	206
8777	MPDZ	Unlabeled	0.228971	Positive	0.947925	0.217048	0.623927	NO	558
7328	UBE2H	Positive	0.890497	Unlabeled	0.243448	0.216789	0.609389	NO	660
2308	FOXO1	Positive	0.900943	Unlabeled	0.240511	0.216687	0.612893	NO	699
2549	GAB1	Unlabeled	0.231134	Positive	0.937175	0.216613	0.619625	NO	322
5599	MAPK8	Unlabeled	0.230192	Positive	0.939983	0.216376	0.622475	NO	409
5915	RARB	Positive	0.940458	Unlabeled	0.229594	0.215923	0.629837	NO	1879
5218	CDK14	Positive	0.919307	Unlabeled	0.234767	0.215823	0.624947	NO	298
4139	MARK1	Positive	0.941736	Unlabeled	0.228529	0.215214	0.627947	NO	348
6804	STX1A	Positive	0.934558	Unlabeled	0.230175	0.215112	0.630899	NO	219
3356	HTR2A	Positive	0.950827	Unlabeled	0.226066	0.214950	0.631379	NO	1167
81565	NDEL1	Positive	0.913080	Unlabeled	0.235338	0.214883	0.626207	NO	615
10152	ABI2	Unlabeled	0.226579	Positive	0.947156	0.214605	0.624005	NO	722
50509	COL5A3	Unlabeled	0.226857	Positive	0.944998	0.214380	0.618695	NO	170
3077	HFE	Positive	0.955055	Unlabeled	0.224174	0.214099	0.643091	NO	1659
3362	HTR6	Positive	0.978580	Unlabeled	0.218725	0.214040	0.656105	NO	1568
1268	CNR1	Positive	0.955824	Unlabeled	0.223622	0.213744	0.633887	NO	1298
28964	GIT1	Unlabeled	0.230384	Positive	0.927262	0.213627	0.612221	NO	438
4628	MYH10	Unlabeled	0.225051	Positive	0.949107	0.213597	0.625877	NO	1372
3673	ITGA2	Unlabeled	0.218660	Positive	0.975219	0.213242	0.637547	NO	456
4987	OPRL1	Positive	0.968663	Unlabeled	0.219701	0.212816	0.654683	NO	1062
2346	FOLH1	Positive	0.945090	Unlabeled	0.225061	0.212703	0.630065	NO	785
22941	SHANK2	Positive	0.932328	Unlabeled	0.228125	0.212688	0.625103	NO	2880
4340	MOG	Positive	0.987056	Unlabeled	0.215375	0.212587	0.660569	NO	336
7057	THBS1	Unlabeled	0.216709	Positive	0.980737	0.212535	0.642803	NO	777
3909	LAMA3	Unlabeled	0.219631	Positive	0.967582	0.212511	0.633659	NO	189
2917	GRM7	Positive	0.986998	Unlabeled	0.215227	0.212429	0.659267	NO	949
1454	CSNK1E	Positive	0.909197	Unlabeled	0.233643	0.212428	0.620711	NO	1308
11141	IL1RAPL1	Positive	0.951346	Unlabeled	0.223130	0.212274	0.632147	NO	338
2099	ESR1	Positive	0.972478	Unlabeled	0.218272	0.212265	0.650927	NO	1652
527	ATP6V0C	Positive	0.896974	Unlabeled	0.236590	0.212215	0.609905	NO	1298
2247	FGF2	Unlabeled	0.218756	Positive	0.969307	0.212042	0.630821	NO	436
58498	MYL7	Unlabeled	0.238783	Positive	0.887051	0.211813	0.584915	NO	180
778	CACNA1F	Positive	0.978599	Unlabeled	0.216262	0.211634	0.657071	NO	849
5829	PXN	Unlabeled	0.215249	Positive	0.982697	0.211524	0.641279	NO	803
6403	SELP	Unlabeled	0.233767	Positive	0.903259	0.211152	0.595841	NO	172
2550	GABBR1	Positive	0.919768	Unlabeled	0.229318	0.210919	0.621155	NO	489
4783	NFIL3	Positive	0.885865	Unlabeled	0.237437	0.210337	0.601457	NO	489
7060	THBS4	Unlabeled	0.223734	Positive	0.939825	0.210271	0.624953	NO	126
793	CALB1	Positive	0.976456	Unlabeled	0.215306	0.210237	0.651413	NO	266
4208	MEF2C	Positive	0.908419	Unlabeled	0.231072	0.209910	0.613097	NO	395
1610	DAO	Positive	0.984615	Unlabeled	0.212833	0.209559	0.658031	NO	818
2558	GABRA5	Positive	0.955574	Unlabeled	0.219238	0.209498	0.633683	NO	568
1008	CDH10	Positive	0.947829	Unlabeled	0.220982	0.209453	0.629495	NO	450
107	ADCY1	Positive	0.936480	Unlabeled	0.223632	0.209427	0.623705	NO	2299
4986	OPRK1	Positive	0.990775	Unlabeled	0.211217	0.209269	0.657143	NO	453
7472	WNT2	Positive	0.942149	Unlabeled	0.222007	0.209163	0.630437	NO	320
7082	TJP1	Unlabeled	0.214826	Positive	0.971780	0.208764	0.638909	NO	846
1284	COL4A2	Unlabeled	0.211905	Positive	0.984599	0.208641	0.640913	NO	913
2555	GABRA2	Positive	0.956180	Unlabeled	0.217641	0.208104	0.632489	NO	227
27086	FOXP1	Positive	0.914166	Unlabeled	0.227623	0.208085	0.622583	NO	1148
6256	RXRA	Positive	0.905402	Unlabeled	0.228835	0.207188	0.617705	NO	820
27185	DISC1	Positive	0.935547	Unlabeled	0.221445	0.207172	0.622877	NO	656
85358	SHANK3	Positive	0.862263	Unlabeled	0.240216	0.207129	0.602093	NO	64
5217	PFN2	Unlabeled	0.218468	Positive	0.947866	0.207078	0.629729	NO	809
8735	MYH13	Unlabeled	0.233690	Positive	0.886006	0.207051	0.590051	NO	101
2334	AFF2	Positive	0.949443	Unlabeled	0.217996	0.206975	0.629429	NO	1727
6257	RXRB	Positive	0.914416	Unlabeled	0.226175	0.206818	0.621275	NO	833
1813	DRD2	Positive	0.974649	Unlabeled	0.212183	0.206804	0.652697	NO	2168
54715	RBFOX1	Positive	0.983048	Unlabeled	0.210301	0.206736	0.655115	NO	506
9575	CLOCK	Positive	0.920345	Unlabeled	0.224598	0.206708	0.622205	NO	351
26053	AUTS2	Positive	0.913522	Unlabeled	0.226115	0.206561	0.620567	NO	446
2103	ESRRB	Positive	0.985508	Unlabeled	0.209483	0.206447	0.659177	NO	787
8913	CACNA1G	Positive	0.935826	Unlabeled	0.220568	0.206413	0.621047	NO	2160
5743	PTGS2	Positive	0.890045	Unlabeled	0.231860	0.206366	0.607631	NO	202
1282	COL4A1	Unlabeled	0.208839	Positive	0.987545	0.206238	0.644375	NO	641
116987	AGAP1	Positive	0.908496	Unlabeled	0.226933	0.206168	0.621221	NO	350
1583	CYP11A1	Positive	0.983308	Unlabeled	0.209641	0.206141	0.656099	NO	349
5792	PTPRF	Unlabeled	0.213500	Positive	0.964853	0.205996	0.629561	NO	552
2899	GRIK3	Positive	0.978734	Unlabeled	0.210380	0.205906	0.653141	NO	984
390	RND3	Unlabeled	0.212260	Positive	0.969780	0.205846	0.637919	NO	658
2892	GRIA3	Positive	0.957169	Unlabeled	0.214814	0.205613	0.630467	NO	491
2554	GABRA1	Positive	0.957035	Unlabeled	0.214745	0.205518	0.632579	NO	630
5819	NECTIN2	Unlabeled	0.213308	Positive	0.961404	0.205075	0.629489	NO	709
25945	NECTIN3	Unlabeled	0.216008	Positive	0.949226	0.205040	0.625631	NO	332
5618	PRLR	Positive	0.941304	Unlabeled	0.217632	0.204857	0.624389	NO	1070
6899	TBX1	Positive	0.940035	Unlabeled	0.217730	0.204674	0.622355	NO	955
1859	DYRK1A	Positive	0.915396	Unlabeled	0.223544	0.204631	0.618491	NO	522
706	TSPO	Positive	0.885269	Unlabeled	0.231072	0.204561	0.599033	NO	731
1806	DPYD	Positive	0.906718	Unlabeled	0.225317	0.204299	0.619841	NO	462
4204	MECP2	Positive	0.904969	Unlabeled	0.225633	0.204191	0.611603	NO	881
7275	TUB	Positive	0.936681	Unlabeled	0.217937	0.204138	0.622883	NO	1920
56288	PARD3	Unlabeled	0.214528	Positive	0.951236	0.204067	0.625193	NO	398
27	ABL2	Unlabeled	0.213433	Positive	0.954872	0.203801	0.629243	NO	277
2918	GRM8	Positive	0.978263	Unlabeled	0.208212	0.203686	0.651611	NO	413
7102	TSPAN7	Positive	0.911312	Unlabeled	0.223356	0.203547	0.614363	NO	163
4524	MTHFR	Positive	0.931223	Unlabeled	0.218469	0.203444	0.617591	NO	1161
1816	DRD5	Positive	0.946858	Unlabeled	0.214449	0.203053	0.626483	NO	1469
3371	TNC	Unlabeled	0.204813	Positive	0.989358	0.202633	0.642221	NO	351
23026	MYO16	Positive	0.951029	Unlabeled	0.212843	0.202420	0.628079	NO	550
2557	GABRA4	Positive	0.953133	Unlabeled	0.212163	0.202220	0.631157	NO	746
5048	PAFAH1B1	Positive	0.914147	Unlabeled	0.221208	0.202217	0.622337	NO	2650
5522	PPP2R2C	Unlabeled	0.218593	Positive	0.924760	0.202146	0.608111	NO	428
2925	GRPR	Positive	0.989814	Unlabeled	0.204221	0.202141	0.657833	NO	604
10298	PAK4	Unlabeled	0.214595	Positive	0.940456	0.201817	0.615617	NO	602
4481	MSR1	Positive	0.919134	Unlabeled	0.219543	0.201790	0.620783	NO	303
4128	MAOA	Positive	0.906901	Unlabeled	0.222411	0.201704	0.616145	NO	283
4887	NPY2R	Positive	0.981963	Unlabeled	0.205335	0.201631	0.654119	NO	1181
2170	FABP3	Positive	0.928773	Unlabeled	0.216971	0.201517	0.617603	NO	243
6907	TBL1X	Positive	0.893735	Unlabeled	0.225317	0.201374	0.604523	NO	450
4916	NTRK3	Positive	0.937662	Unlabeled	0.214695	0.201312	0.622433	NO	3283
4988	OPRM1	Positive	0.985345	Unlabeled	0.204300	0.201306	0.654911	NO	872
6777	STAT5B	Unlabeled	0.212529	Positive	0.946171	0.201089	0.620717	NO	399
5154	PDGFA	Unlabeled	0.207955	Positive	0.966971	0.201087	0.631775	NO	578
