#EntrezID	Name	Score	Degree
823	CAPN1	0.990099	791
4099	MAG	0.990099	1104
1073	CFL2	0.990099	828
5962	RDX	0.990099	935
6199	RPS6KB2	0.990099	310
5594	MAPK1	0.990099	1327
6654	SOS1	0.990099	798
5604	MAP2K1	0.990099	1091
6464	SHC1	0.990099	363
3383	ICAM1	0.990099	555
1493	CTLA4	0.990099	17
5296	PIK3R2	0.990099	878
390	RND3	0.990099	659
396	ARHGDIA	0.990099	1387
3985	LIMK2	0.990099	209
818	CAMK2G	0.990099	1088
3791	KDR	0.990099	84
5499	PPP1CA	0.990099	1527
5879	RAC1	0.990099	798
57863	CADM3	0.990099	1010
5829	PXN	0.990099	804
824	CAPN2	0.990099	295
1002	CDH4	0.990099	1004
10298	PAK4	0.990099	603
3119	HLA-DQB1	0.990099	183
10095	ARPC1B	0.990099	871
3681	ITGAD	0.990099	19
5062	PAK2	0.990099	1377
1027	CDKN1B	0.990099	1172
868	CBLB	0.990099	708
9378	NRXN1	0.990099	1156
10163	WASF2	0.990099	169
324	APC	0.990099	1124
29126	CD274	0.990099	3
3479	IGF1	0.990099	377
3984	LIMK1	0.990099	541
8777	MPDZ	0.990099	559
5923	RASGRF1	0.990099	1026
2889	RAPGEF1	0.990099	197
5519	PPP2R1B	0.990099	887
6548	SLC9A1	0.990099	157
3910	LAMA4	0.990099	1404
5058	PAK1	0.990099	95
5584	PRKCI	0.990099	795
2245	FGD1	0.990099	290
9459	ARHGEF6	0.990099	33
22798	LAMB4	0.990099	86
7454	WAS	0.990099	328
3897	L1CAM	0.990099	777
5521	PPP2R2B	0.990099	789
7114	TMSB4X	0.990099	220
5880	RAC2	0.990099	535
4684	NCAM1	0.990099	1083
5605	MAP2K2	0.990099	1052
1302	COL11A2	0.990099	1724
2069	EREG	0.990099	36
6093	ROCK1	0.990099	1345
57144	PAK5	0.990099	218
27134	TJP3	0.990099	187
79837	PIP4K2C	0.990099	101
3127	HLA-DRB5	0.990099	94
1365	CLDN3	0.990099	105
1289	COL5A1	0.990099	600
9475	ROCK2	0.990099	1063
8396	PIP4K2B	0.990099	896
3371	TNC	0.990099	352
3381	IBSP	0.990099	11
5921	RASA1	0.990099	1627
6614	SIGLEC1	0.990099	185
7410	VAV2	0.990099	417
10788	IQGAP2	0.990099	119
5583	PRKCH	0.990099	230
2534	FYN	0.990099	705
8976	WASL	0.990099	322
3678	ITGA5	0.990099	608
4318	MMP9	0.990099	124
22808	MRAS	0.990099	44
7057	THBS1	0.990099	778
1013	CDH15	0.990099	636
817	CAMK2D	0.990099	344
23114	NFASC	0.990099	983
60	ACTB	0.990099	350
2263	FGFR2	0.990099	1385
369	ARAF	0.990099	250
858	CAV2	0.990099	621
6404	SELPLG	0.990099	251
8531	YBX3	0.990099	185
23365	ARHGEF12	0.990099	690
998	CDC42	0.990099	535
3071	NCKAP1L	0.990099	28
55844	PPP2R2D	0.990099	6
925	CD8A	0.990099	23
2316	FLNA	0.990099	934
3113	HLA-DPA1	0.990099	204
1311	COMP	0.990099	44
2035	EPB41	0.990099	336
257194	NEGR1	0.990099	145
3265	HRAS	0.990099	1233
1793	DOCK1	0.990099	474
23562	CLDN14	0.990099	37
5295	PIK3R1	0.990099	747
3084	NRG1	0.990099	997
2734	GLG1	0.990099	879
3693	ITGB5	0.990099	723
4609	MYC	0.990099	556
7422	VEGFA	0.990099	825
10787	NCKAP1	0.990099	911
3111	HLA-DOA	0.990099	1744
84628	NTNG2	0.990099	37
859	CAV3	0.990099	172
54776	PPP1R12C	0.990099	117
23624	CBLC	0.990099	103
85366	MYLK2	0.990099	5
10686	CLDN16	0.990099	3
1459	CSNK2A2	0.990099	384
5588	PRKCQ	0.990099	52
87	ACTN1	0.990099	793
5788	PTPRC	0.990099	152
1019	CDK4	0.990099	1475
64098	PARVG	0.990099	11
2247	FGF2	0.990099	437
23533	PIK3R5	0.990099	872
5305	PIP4K2A	0.990099	98
6655	SOS2	0.990099	909
6774	STAT3	0.990099	626
1129	CHRM2	0.990099	102
1000	CDH2	0.990099	1003
3125	HLA-DRB3	0.990099	111
8506	CNTNAP1	0.990099	217
387	RHOA	0.990099	728
26999	CYFIP2	0.990099	560
941	CD80	0.990099	764
8516	ITGA8	0.990099	332
1290	COL5A2	0.990099	314
816	CAMK2B	0.990099	2851
90952	ESAM	0.990099	49
3694	ITGB6	0.990099	108
8395	PIP5K1B	0.990099	481
2185	PTK2B	0.990099	316
10109	ARPC2	0.990099	751
3682	ITGAE	0.990099	788
923	CD6	0.990099	546
10319	LAMC3	0.990099	80
57530	CGN	0.990099	108
1399	CRKL	0.990099	773
54961	SSH3	0.990099	775
92359	CRB3	0.990099	11
214	ALCAM	0.990099	976
5156	PDGFRA	0.990099	1336
93408	MYL10	0.990099	303
2002	ELK1	0.990099	549
623	BDKRB1	0.990099	56
85477	SCIN	0.990099	3
10451	VAV3	0.990099	147
1435	CSF1	0.990099	790
3480	IGF1R	0.990099	1272
999	CDH1	0.990099	414
29895	MYLPF	0.990099	68
71	ACTG1	0.990099	313
9542	NRG2	0.990099	132
3675	ITGA3	0.990099	403
1398	CRK	0.990099	331
3908	LAMA2	0.990099	343
51208	CLDN18	0.990099	793
7456	WIPF1	0.990099	262
2260	FGFR1	0.990099	1660
2317	FLNB	0.990099	487
3106	HLA-B	0.990099	673
3688	ITGB1	0.990099	564
5155	PDGFB	0.990099	1747
8826	IQGAP1	0.990099	1234
3918	LAMC2	0.990099	155
207	AKT1	0.990099	800
6777	STAT5B	0.990099	400
9076	CLDN1	0.990099	127
137075	CLDN23	0.990099	8
2064	ERBB2	0.990099	883
3117	HLA-DQA1	0.990099	134
6403	SELP	0.990099	173
5894	RAF1	0.990099	325
3912	LAMB1	0.990099	612
260425	MAGI3	0.990099	63
10097	ACTR2	0.990099	1044
9075	CLDN2	0.990099	2
50855	PARD6A	0.990099	212
3683	ITGAL	0.990099	31
4690	NCK1	0.990099	1922
9073	CLDN8	0.990099	6
7059	THBS3	0.990099	252
7094	TLN1	0.990099	374
1285	COL4A3	0.990099	1649
5747	PTK2	0.990099	1321
7412	VCAM1	0.990099	104
5329	PLAUR	0.990099	732
7082	TJP1	0.990099	847
56288	PARD3	0.990099	399
1301	COL11A1	0.990099	129
10458	BAIAP2	0.990099	1511
23705	CADM1	0.990099	626
255631	COL24A1	0.990099	4
85301	COL27A1	0.990099	273
4359	MPZ	0.990099	76
5817	PVR	0.990099	487
54434	SSH1	0.990099	830
3122	HLA-DRA	0.990099	179
10093	ARPC4	0.990099	406
7039	TGFA	0.990099	820
57644	MYH7B	0.990099	4
64101	LRRC4	0.990099	14
89846	FGD3	0.990099	5
22989	MYH15	0.990099	194
22801	ITGA11	0.990099	40
2932	GSK3B	0.990099	482
2324	FLT4	0.990099	92
50649	ARHGEF4	0.990099	1230
8573	CASK	0.990099	928
2036	EPB41L1	0.990099	464
29119	CTNNA3	0.990099	215
2549	GAB1	0.990099	323
4233	MET	0.990099	804
7122	CLDN5	0.990099	37
7424	VEGFC	0.990099	340
1281	COL3A1	0.990099	395
7409	VAV1	0.990099	59
1286	COL4A4	0.990099	339
5522	PPP2R2C	0.990099	429
6776	STAT5A	0.990099	45
8735	MYH13	0.990099	102
2318	FLNC	0.990099	354
7414	VCL	0.990099	607
5217	PFN2	0.990099	810
1128	CHRM1	0.990099	9
208	AKT2	0.990099	1017
3680	ITGA9	0.990099	207
3691	ITGB4	0.990099	1320
80310	PDGFD	0.990099	117
23136	EPB41L3	0.990099	156
5581	PRKCE	0.990099	1154
7430	EZR	0.990099	289
5595	MAPK3	0.990099	294
3082	HGF	0.990099	472
933	CD22	0.990099	426
857	CAV1	0.990099	604
2335	FN1	0.990099	484
1956	EGFR	0.990099	2255
103910	MYL12B	0.990099	269
914	CD2	0.990099	47
7143	TNR	0.990099	1083
1729	DIAPH1	0.990099	351
3385	ICAM3	0.990099	150
3725	JUN	0.990099	672
58498	MYL7	0.990099	181
4620	MYH2	0.990099	34
1003	CDH5	0.990099	62
3914	LAMB3	0.990099	303
5501	PPP1CC	0.990099	1710
2475	MTOR	0.990099	159
10094	ARPC3	0.990099	972
1284	COL4A2	0.990099	914
3689	ITGB2	0.990099	166
5010	CLDN11	0.990099	70
3108	HLA-DMA	0.990099	172
25	ABL1	0.990099	516
8174	MADCAM1	0.990099	770
1272	CNTN1	0.990099	429
940	CD28	0.990099	72
959	CD40LG	0.990099	29
2321	FLT1	0.990099	456
1457	CSNK2A1	0.990099	1031
83700	JAM3	0.990099	120
2934	GSN	0.990099	585
85464	SSH2	0.990099	169
3112	HLA-DOB	0.990099	33
3996	LLGL1	0.990099	546
5578	PRKCA	0.990099	717
3687	ITGAX	0.990099	110
4625	MYH7	0.990099	57
6416	MAP2K4	0.990099	1358
2768	GNA12	0.990099	145
5792	PTPRF	0.990099	553
9080	CLDN9	0.990099	664
7448	VTN	0.990099	42
10000	AKT3	0.990099	1404
9087	TMSB4Y	0.990099	7
3673	ITGA2	0.990099	457
6401	SELE	0.990099	7
3684	ITGAM	0.990099	192
7791	ZYX	0.990099	1043
1366	CLDN7	0.990099	94
4627	MYH9	0.990099	391
1288	COL4A6	0.990099	619
5291	PIK3CB	0.990099	621
81	ACTN4	0.990099	547
1730	DIAPH2	0.990099	322
6237	RRAS	0.990099	396
9223	MAGI1	0.990099	693
284217	LAMA1	0.990099	64
4893	NRAS	0.990099	1016
7450	VWF	0.990099	70
1292	COL6A2	0.990099	1093
5819	NECTIN2	0.990099	710
7148	TNXB	0.990099	1372
2037	EPB41L2	0.990099	377
5582	PRKCG	0.990099	984
149461	CLDN19	0.990099	51
6693	SPN	0.990099	338
3611	ILK	0.990099	774
94030	LRRC4B	0.990099	41
25759	SHC2	0.990099	223
5580	PRKCD	0.990099	141
6198	RPS6KB1	0.990099	1382
10092	ARPC5	0.990099	1173
100506658	OCLN	0.990099	5
3913	LAMB2	0.990099	1051
1495	CTNNA1	0.990099	1148
6696	SPP1	0.990099	39
3690	ITGB3	0.990099	604
5336	PLCG2	0.990099	78
3107	HLA-C	0.990099	531
3685	ITGAV	0.990099	1039
6010	RHO	0.990099	1384
5170	PDPK1	0.990099	559
5906	RAP1A	0.990099	828
4624	MYH6	0.990099	4
58494	JAM2	0.990099	120
5590	PRKCZ	0.990099	413
1803	DPP4	0.990099	34
9074	CLDN6	0.990099	325
10552	ARPC1A	0.990099	1059
23308	ICOSLG	0.990099	1130
1131	CHRM3	0.990099	33
6402	SELL	0.990099	37
1026	CDKN1A	0.990099	501
5797	PTPRM	0.990099	457
79784	MYH14	0.990099	967
7408	VASP	0.990099	265
4897	NRCAM	0.990099	865
10096	ACTR3	0.990099	1720
89	ACTN3	0.990099	208
5881	RAC3	0.990099	85
388	RHOB	0.990099	512
51776	MAP3K20	0.990099	180
5602	MAPK10	0.990099	786
3915	LAMC1	0.990099	1622
81873	ARPC5L	0.990099	1471
200576	PIKFYVE	0.990099	950
1133	CHRM5	0.990099	273
1287	COL4A5	0.990099	517
5335	PLCG1	0.990099	239
1978	EIF4EBP1	0.990099	610
3109	HLA-DMB	0.990099	87
3696	ITGB8	0.990099	647
10627	MYL12A	0.990099	121
6709	SPTAN1	0.990099	1115
4323	MMP14	0.990099	1125
4629	MYH11	0.990099	511
25945	NECTIN3	0.990099	333
929	CD14	0.990099	127
2261	FGFR3	0.990099	1006
56034	PDGFC	0.990099	1096
3384	ICAM2	0.990099	102
55740	ENAH	0.990099	880
920	CD4	0.990099	79
4621	MYH3	0.990099	3
5290	PIK3CA	0.990099	1436
10297	APC2	0.990099	1490
57555	NLGN2	0.990099	81
7074	TIAM1	0.990099	707
53358	SHC3	0.990099	259
5518	PPP2R1A	0.990099	792
22871	NLGN1	0.990099	121
596	BCL2	0.990099	724
7077	TIMP2	0.990099	787
4313	MMP2	0.990099	710
8394	PIP5K1A	0.990099	186
389	RHOC	0.990099	181
7060	THBS4	0.990099	127
55742	PARVA	0.990099	429
4628	MYH10	0.990099	1373
7431	VIM	0.990099	628
9019	MPZL1	0.990099	758
5133	PDCD1	0.990099	367
63923	TNN	0.990099	125
3911	LAMA5	0.990099	792
27	ABL2	0.990099	278
3123	HLA-DRB1	0.990099	93
673	BRAF	0.990099	135
10672	GNA13	0.990099	767
942	CD86	0.990099	127
3695	ITGB7	0.990099	32
5818	NECTIN1	0.990099	2611
5601	MAPK9	0.990099	1939
815	CAMK2A	0.990099	1082
5175	PECAM1	0.990099	174
5649	RELN	0.990099	171
1282	COL4A1	0.990099	642
5770	PTPN1	0.990099	546
2017	CTTN	0.990099	330
6840	SVIL	0.990099	631
3676	ITGA4	0.990099	59
23396	PIP5K1C	0.990099	641
3133	HLA-E	0.990099	723
81624	DIAPH3	0.990099	67
572	BAD	0.990099	1145
24146	CLDN15	0.990099	9
8936	WASF1	0.990099	191
3845	KRAS	0.990099	1651
4638	MYLK	0.990099	446
2149	F2R	0.990099	343
9071	CLDN10	0.990099	513
8440	NCK2	0.990099	96
3909	LAMA3	0.990099	190
1293	COL6A3	0.990099	131
3672	ITGA1	0.990099	12
1499	CTNNB1	0.990099	101
3655	ITGA6	0.990099	673
5500	PPP1CB	0.990099	1316
5599	MAPK8	0.990099	410
3993	LLGL2	0.990099	273
54413	NLGN3	0.990099	285
965	CD58	0.990099	1093
29851	ICOS	0.990099	11
10718	NRG3	0.990099	9
6714	SRC	0.990099	614
5293	PIK3CD	0.990099	231
5294	PIK3CG	0.990099	17
4660	PPP1R12B	0.990099	369
5216	PFN1	0.990099	1170
5154	PDGFA	0.990099	579
4301	AFDN	0.990099	313
55845	BRK1	0.990099	357
5337	PLD1	0.990099	262
5228	PGF	0.990099	907
8874	ARHGEF7	0.990099	851
1460	CSNK2B	0.990099	927
1950	EGF	0.990099	10
3059	HCLS1	0.990099	99
3105	HLA-A	0.990099	495
9138	ARHGEF1	0.990099	612
5728	PTEN	0.990099	946
9863	MAGI2	0.990099	482
867	CBL	0.990099	300
5159	PDGFRB	0.990099	185
4622	MYH4	0.990099	6
4626	MYH8	0.990099	290
80380	PDCD1LG2	0.990099	27
26047	CNTNAP2	0.990099	727
4633	MYL2	0.990099	47
8515	ITGA10	0.990099	333
3674	ITGA2B	0.990099	381
84612	PARD6B	0.990099	99
56924	PAK6	0.990099	45
1496	CTNNA2	0.990099	24
1291	COL6A1	0.990099	1329
4342	MOS	0.990099	234
5609	MAP2K7	0.990099	723
5516	PPP2CB	0.990099	983
91807	MYLK3	0.990099	4
57689	LRRC4C	0.990099	10
4267	CD99	0.990099	612
83660	TLN2	0.990099	239
1364	CLDN4	0.990099	180
83747	83747	0.977271	9
344148	NCKAP5	0.954982	4
3120	HLA-DQB2	0.948592	4
3266	ERAS	0.934587	3
9963	SLC23A1	0.932844	3
440097	DBX2	0.931236	3
150967	LINC01963	0.919056	2
399716	LOC399716	0.906310	2
94137	RP1L1	0.897392	2
1066	CES1	0.891933	2
7449	7449	0.890529	2
643535	KCTD9P2	0.890529	2
65061	CDK15	0.890003	2
441400	RAB1C	0.887938	2
91894	C11orf52	0.886910	2
389558	FAM180A	0.885906	2
126433	FBXO27	0.884159	2
158046	NXNL2	0.883320	2
152098	ZCWPW2	0.883001	2
201475	RAB12	0.882545	2
2667	GDI2P1	0.882382	4
7789	ZXDA	0.881729	2
3957	LGALS2	0.880572	2
401509	ZNF658B	0.880438	2
55799	CACNA2D3	0.879583	2
57623	ZFAT	0.879235	2
4222	MEOX1	0.878133	2
222008	VSTM2A	0.877935	2
10345	TRDN	0.877486	2
91522	COL23A1	0.877306	2
56126	PCDHB10	0.876826	2
10178	TENM1	0.876217	2
285888	CNPY1	0.876145	2
152405	C3orf30	0.874986	2
644739	WASF4P	0.874507	2
149483	CCDC17	0.874351	2
56127	PCDHB9	0.874201	2
541466	CT45A1	0.874194	2
8215	DVL1P1	0.859722	4
338773	TMEM119	0.833789	8
245932	DEFB119	0.804660	3
84709	MGARP	0.800728	4
399761	BMS1P1	0.797909	3
761	CA3	0.786728	4
100133811	100133811	0.779179	7
57521	RPTOR	0.741042	9
2255	FGF10	0.738447	4
84218	TBC1D3F	0.737743	6
6563	SLC14A1	0.726845	9
3579	CXCR2	0.725944	3
130540	ALS2CR12	0.725454	4
3394	IRF8	0.718163	19
92591	ASB16	0.716662	3
90246	LOC90246	0.711575	2
56961	SHD	0.711446	5
158038	LINGO2	0.709635	3
94120	SYTL3	0.709148	3
55525	55525	0.708146	2
388533	KRTDAP	0.706358	3
642587	MIR205HG	0.705539	3
58	ACTA1	0.702401	9
55911	APOBR	0.702084	6
253935	ANGPTL5	0.697459	4
196051	PLPP4	0.696719	3
163782	KANK4	0.693898	3
56165	TDRD1	0.691497	5
167826	OLIG3	0.690792	3
10324	KLHL41	0.688124	4
90525	SHF	0.687910	3
145407	ARMH4	0.687878	3
389125	MUSTN1	0.687204	3
255275	MYADML2	0.686619	3
149428	BNIPL	0.683242	3
440915	POTEKP	0.682994	11
100130155	MIR124-2HG	0.682805	3
440556	LINC00982	0.682513	3
286223	C9orf47	0.680150	3
92241	RCSD1	0.679471	4
57512	GPR158	0.679018	3
343263	MYBPHL	0.678628	3
222865	TMEM130	0.678044	10
9499	MYOT	0.677866	3
10800	CYSLTR1	0.674075	3
143872	ARHGAP42	0.670950	3
89857	KLHL6	0.670816	3
8424	BBOX1	0.670221	9
171177	RHOV	0.669635	3
115677	NOSTRIN	0.665558	3
57626	KLHL1	0.664097	3
84826	SFT2D3	0.663513	3
7675	ZNF121	0.662011	5
266621	266621	0.661756	3
414059	TBC1D3B	0.655508	3
4542	MYO1F	0.655163	15
654341	654341	0.654912	3
54457	TAF7L	0.653037	8
285	ANGPT2	0.653005	47
1234	CCR5	0.651995	18
11009	IL24	0.647581	4
729970	LOC729970	0.647232	3
55303	GIMAP4	0.647179	15
84417	C2orf40	0.645152	4
7079	TIMP4	0.643819	27
55214	P3H2	0.642395	97
6039	RNASE6	0.642159	76
284764	FTLP3	0.642092	3
11037	STON1	0.641237	6
2268	FGR	0.639585	23
10326	SIRPB1	0.639392	4
10071	MUC12	0.638758	4
1794	DOCK2	0.637626	45
57514	ARHGAP31	0.633401	8
951	CD37	0.633301	44
8630	HSD17B6	0.632743	7
84624	FNDC1	0.631897	13
64123	ADGRL4	0.631619	54
85358	SHANK3	0.631508	65
9358	ITGBL1	0.631160	84
1264	CNN1	0.631144	78
50651	SLC45A1	0.628703	4
51816	ADA2	0.628289	18
55843	ARHGAP15	0.626895	11
1593	CYP27A1	0.626634	6
8477	GPR65	0.626527	23
654816	NCF1B	0.626404	7
79933	SYNPO2L	0.626221	4
219527	LRRC55	0.626179	4
22915	MMRN1	0.625387	4
139716	GAB3	0.623362	16
8218	CLTCL1	0.621882	11
4312	MMP1	0.621514	34
27039	PKD2L2	0.620441	3
79605	PGBD5	0.620332	8
51393	TRPV2	0.619466	49
29760	BLNK	0.619191	32
8639	AOC3	0.619042	15
972	CD74	0.618937	127
729234	FAHD2CP	0.618660	4
653361	NCF1	0.618273	54
114904	C1QTNF6	0.617853	4
85293	KRTAP3-3	0.617116	2
284406	ZFP82	0.616858	3
3055	HCK	0.616112	80
1436	CSF1R	0.615707	71
131096	KCNH8	0.614541	7
137814	NKX2-6	0.614377	6
7075	TIE1	0.613803	95
85409	NKD2	0.612094	4
7305	TYROBP	0.611995	68
728723	ZBED3-AS1	0.611706	4
4773	NFATC2	0.611294	9
26259	FBXW8	0.611157	5
54829	ASPN	0.611082	42
4688	NCF2	0.610980	76
2028	ENPEP	0.610809	107
50507	NOX4	0.610269	17
2213	FCGR2B	0.609747	20
7940	LST1	0.609532	181
9965	FGF19	0.609326	4
290	ANPEP	0.609011	17
202134	FAM153B	0.608980	4
2199	FBLN2	0.608926	137
149499	LRRC71	0.608408	4
4046	LSP1	0.607945	85
241	ALOX5AP	0.607801	80
158055	C9orf163	0.607719	4
6348	CCL3	0.607205	17
219699	UNC5B	0.607027	28
51705	EMCN	0.606447	35
968	CD68	0.605941	55
202333	CMYA5	0.605613	8
118738	ZNF488	0.605317	3
50619	DEF6	0.605194	17
2207	FCER1G	0.605138	132
1012	CDH13	0.605114	38
3075	CFH	0.605027	49
4319	MMP10	0.604782	5
260293	CYP4X1	0.604354	4
10361	NPM2	0.604282	8
1439	CSF2RB	0.602229	43
4256	MGP	0.602053	185
64866	CDCP1	0.601797	39
254778	C8orf46	0.601509	4
164045	HFM1	0.601149	5
2706	GJB2	0.601070	21
1043	CD52	0.600815	40
51338	MS4A4A	0.600733	45
1307	COL16A1	0.600374	206
728	C5AR1	0.600162	33
5021	OXTR	0.600079	27
10863	ADAM28	0.599963	37
9388	LIPG	0.599527	25
199800	ADM5	0.599146	7
81607	NECTIN4	0.599028	9
100132074	FOXO6	0.598869	3
9535	GMFG	0.597877	63
6335	SCN9A	0.597861	4
5737	PTGFR	0.597560	15
152330	CNTN4	0.597210	19
1306	COL15A1	0.596862	144
2888	GRB14	0.596731	11
2615	LRRC32	0.596712	114
170504	COX6CP2	0.596218	4
57549	IGSF9	0.596123	11
4689	NCF4	0.595719	172
9050	PSTPIP2	0.595681	4
51296	SLC15A3	0.595311	63
713	C1QB	0.594829	39
285220	EPHA6	0.594590	8
338440	ANO9	0.594336	4
6347	CCL2	0.594300	113
2212	FCGR2A	0.594082	41
7133	TNFRSF1B	0.594080	73
54345	SOX18	0.593431	20
22918	CD93	0.593334	229
5341	PLEK	0.592943	231
970	CD70	0.592940	19
1308	COL17A1	0.592848	25
9450	LY86	0.592710	85
50863	NTM	0.592607	4
10859	LILRB1	0.592364	100
727905	SPATA31A5	0.592312	4
2995	GYPC	0.592285	16
6503	SLA	0.591961	155
22795	NID2	0.591134	258
718	C3	0.590939	139
153562	MARVELD2	0.590832	8
9966	TNFSF15	0.590095	5
6507	SLC1A3	0.589945	43
2018	EMX2	0.589847	39
727936	GXYLT2	0.589828	15
313	AOAH	0.589807	36
26298	EHF	0.589671	27
91392	ZNF502	0.589176	3
1524	CX3CR1	0.588923	28
9056	SLC7A7	0.588338	70
10261	IGSF6	0.588251	21
695	BTK	0.588127	14
80183	RUBCNL	0.588121	31
284110	GSDMA	0.587959	6
23676	SMPX	0.587899	8
2846	LPAR4	0.587653	10
4332	MNDA	0.587279	53
9103	FCGR2C	0.587045	110
151531	UPP2	0.586961	4
6374	CXCL5	0.586795	18
10462	CLEC10A	0.586790	18
6352	CCL5	0.586631	103
84695	LOXL3	0.586469	13
646962	HRCT1	0.586159	4
27286	SRPX2	0.586121	85
2022	ENG	0.586051	242
7100	TLR5	0.585800	7
7124	TNF	0.585739	19
6876	TAGLN	0.585398	330
4060	LUM	0.585193	179
85446	ZFHX2	0.585031	9
50856	CLEC4A	0.584632	62
54873	PALMD	0.584054	59
60681	FKBP10	0.583443	71
963	CD53	0.583414	137
5176	SERPINF1	0.583339	72
56936	CCDC177	0.583208	9
56944	OLFML3	0.582921	130
5118	PCOLCE	0.582890	207
8842	PROM1	0.582800	21
92304	SCGB3A1	0.582749	9
27295	PDLIM3	0.582377	90
3937	LCP2	0.582333	140
728621	CCDC30	0.582132	5
161514	TBC1D21	0.582095	4
10866	HCP5	0.581974	32
2701	GJA4	0.581699	125
4057	LTF	0.581354	14
221476	PI16	0.580958	5
28755	TRAC	0.580738	19
2124	EVI2B	0.580716	94
28959	TMEM176B	0.580540	11
3587	IL10RA	0.580524	93
2162	F13A1	0.580455	63
728264	CARMN	0.580419	21
3965	LGALS9	0.580327	57
719	C3AR1	0.580270	53
1906	EDN1	0.580222	116
3486	IGFBP3	0.580181	247
3514	IGKC	0.580135	151
149111	CNIH3	0.579747	13
11326	VSIG4	0.579738	40
70	ACTC1	0.579507	72
199	AIF1	0.579304	224
84106	PRAM1	0.579133	6
266740	MAGEA2B	0.579079	5
9068	ANGPTL1	0.578973	15
721	C4B	0.578953	16
146713	RBFOX3	0.578702	19
5947	RBP1	0.578677	201
3671	ISLR	0.578370	118
50486	G0S2	0.578369	16
441168	CALHM6	0.578277	13
57622	LRFN1	0.577620	5
84083	ZRANB3	0.577606	4
6351	CCL4	0.577188	46
4033	LRMP	0.577188	76
440823	MIAT	0.577184	6
400931	MIRLET7BHG	0.576741	5
3764	KCNJ8	0.575104	219
165	AEBP1	0.575025	273
3592	IL12A	0.574960	19
9429	ABCG2	0.574733	38
85300	ATCAY	0.574719	6
5157	PDGFRL	0.574465	166
343450	KCNT2	0.574358	19
712	C1QA	0.574071	34
72	ACTG2	0.573742	200
643008	SMIM5	0.573593	5
10865	ARID5A	0.573489	24
130026	ICA1L	0.573055	19
3732	CD82	0.573038	39
6850	SYK	0.572883	46
157310	PEBP4	0.572859	6
2	A2M	0.572540	100
5136	PDE1A	0.572473	39
9595	CYTIP	0.572132	21
10288	LILRB2	0.572123	113
56751	BARHL1	0.572109	5
6770	STAR	0.571951	4
23601	CLEC5A	0.571564	24
343637	RSPO4	0.571414	5
64231	MS4A6A	0.571162	159
84217	ZMYND12	0.571071	5
2357	FPR1	0.571043	92
112464	CAVIN3	0.570882	99
57469	PNMA8B	0.570801	15
1441	CSF3R	0.570712	28
10631	POSTN	0.570462	395
29948	OSGIN1	0.570385	6
55620	STAP2	0.570371	26
6688	SPI1	0.570353	32
339456	TMEM52	0.570091	5
9547	CXCL14	0.569804	61
3439	IFNA1	0.569652	5
23213	SULF1	0.569632	333
1116	CHI3L1	0.569562	33
445328	ARHGEF35	0.569539	6
257106	ARHGAP30	0.569050	13
3936	LCP1	0.569040	88
11197	WIF1	0.568961	18
11117	EMILIN1	0.568668	114
1634	DCN	0.568499	426
4536	ND2	0.568361	5
2791	GNG11	0.568105	95
4982	TNFRSF11B	0.568042	117
10516	FBLN5	0.567933	102
127435	PODN	0.567808	16
10536	P3H3	0.567437	89
