#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	UNION	Conflict?	Degree
22989	MYH15	Unlabeled	0.543685	Positive	1.000000	0.543685	1.000000	NO	193
7122	CLDN5	Unlabeled	0.543217	Positive	1.000000	0.543217	1.000000	NO	36
4804	NGFR	Positive	1.000000	Unlabeled	0.542726	0.542726	1.000000	NO	95
4684	NCAM1	Unlabeled	0.542716	Positive	1.000000	0.542716	1.000000	NO	1082
63923	TNN	Unlabeled	0.541986	Positive	1.000000	0.541986	1.000000	NO	124
7850	IL1R2	Positive	1.000000	Unlabeled	0.541803	0.541803	1.000000	NO	31
57526	PCDH19	Positive	1.000000	Unlabeled	0.541378	0.541378	1.000000	NO	60
348	APOE	Positive	1.000000	Unlabeled	0.541075	0.541075	1.000000	NO	392
8735	MYH13	Unlabeled	0.540942	Positive	1.000000	0.540942	1.000000	NO	101
5602	MAPK10	Unlabeled	0.540865	Positive	1.000000	0.540865	1.000000	NO	785
2697	GJA1	Positive	1.000000	Unlabeled	0.539893	0.539893	1.000000	NO	224
57626	KLHL1	Unlabeled	0.757873	Unlabeled	0.711778	0.539437	0.822911	NO	2
627	BDNF	Positive	1.000000	Unlabeled	0.538744	0.538744	1.000000	NO	200
83660	TLN2	Unlabeled	0.538468	Positive	1.000000	0.538468	1.000000	NO	238
26285	CLDN17	Unlabeled	0.538284	Positive	1.000000	0.538284	1.000000	NO	60
9071	CLDN10	Unlabeled	0.537803	Positive	1.000000	0.537803	1.000000	NO	512
88	ACTN2	Unlabeled	0.537733	Positive	1.000000	0.537733	1.000000	NO	1054
10345	TRDN	Unlabeled	0.537733	Unlabeled	1.000000	0.537733	1.000000	NO	1
4886	NPY1R	Positive	1.000000	Unlabeled	0.537458	0.537458	1.000000	NO	44
5350	PLN	Positive	1.000000	Unlabeled	0.536931	0.536931	1.000000	NO	97
2354	FOSB	Positive	1.000000	Unlabeled	0.535885	0.535885	1.000000	NO	61
1280	COL2A1	Unlabeled	0.535437	Positive	1.000000	0.535437	1.000000	NO	684
4129	MAOB	Positive	1.000000	Unlabeled	0.535178	0.535178	1.000000	NO	130
2277	VEGFD	Unlabeled	0.534800	Positive	1.000000	0.534800	1.000000	NO	18
1002	CDH4	Unlabeled	0.534703	Positive	1.000000	0.534703	1.000000	NO	1003
23114	NFASC	Unlabeled	0.534662	Positive	1.000000	0.534662	1.000000	NO	982
4342	MOS	Unlabeled	0.534588	Positive	1.000000	0.534588	1.000000	NO	233
6263	RYR3	Positive	1.000000	Unlabeled	0.534555	0.534555	1.000000	NO	90
5054	SERPINE1	Positive	1.000000	Unlabeled	0.534287	0.534287	1.000000	NO	593
3680	ITGA9	Unlabeled	0.534044	Positive	1.000000	0.534044	1.000000	NO	206
5581	PRKCE	Unlabeled	0.533585	Positive	1.000000	0.533585	1.000000	NO	1153
10082	GPC6	Positive	1.000000	Unlabeled	0.533349	0.533349	1.000000	NO	40
22986	SORCS3	Positive	1.000000	Unlabeled	0.533248	0.533248	1.000000	NO	83
6010	RHO	Unlabeled	0.532660	Positive	1.000000	0.532660	1.000000	NO	1383
1740	DLG2	Positive	1.000000	Unlabeled	0.532563	0.532563	1.000000	NO	129
9037	SEMA5A	Positive	1.000000	Unlabeled	0.532236	0.532236	1.000000	NO	634
5625	PRODH	Positive	1.000000	Unlabeled	0.532199	0.532199	1.000000	NO	47
22808	MRAS	Unlabeled	0.531582	Positive	1.000000	0.531582	1.000000	NO	43
1286	COL4A4	Unlabeled	0.531516	Positive	1.000000	0.531516	1.000000	NO	338
1101	CHAD	Unlabeled	0.531511	Positive	1.000000	0.531511	1.000000	NO	381
53942	CNTN5	Positive	1.000000	Unlabeled	0.531027	0.531027	1.000000	NO	9
3645	INSRR	Unlabeled	0.530847	Positive	1.000000	0.530847	1.000000	NO	384
10418	SPON1	Positive	1.000000	Unlabeled	0.530224	0.530224	1.000000	NO	397
2350	FOLR2	Positive	1.000000	Unlabeled	0.529944	0.529944	1.000000	NO	36
1288	COL4A6	Unlabeled	0.529913	Positive	1.000000	0.529913	1.000000	NO	618
1285	COL4A3	Unlabeled	0.529782	Positive	1.000000	0.529782	1.000000	NO	1648
8174	MADCAM1	Unlabeled	0.529681	Positive	1.000000	0.529681	1.000000	NO	769
5582	PRKCG	Unlabeled	0.529270	Positive	1.000000	0.529270	1.000000	NO	983
51208	CLDN18	Unlabeled	0.529246	Positive	1.000000	0.529246	1.000000	NO	792
57512	GPR158	Unlabeled	0.723676	Unlabeled	0.731308	0.529230	1.000000	NO	2
940	CD28	Unlabeled	0.528859	Positive	1.000000	0.528859	1.000000	NO	71
5368	PNOC	Positive	1.000000	Unlabeled	0.528697	0.528697	1.000000	NO	23
8395	PIP5K1B	Unlabeled	0.527989	Positive	1.000000	0.527989	1.000000	NO	480
3290	HSD11B1	Positive	1.000000	Unlabeled	0.527911	0.527911	1.000000	NO	40
10297	APC2	Unlabeled	0.527831	Positive	1.000000	0.527831	1.000000	NO	1489
920	CD4	Unlabeled	0.527796	Positive	1.000000	0.527796	1.000000	NO	78
4624	MYH6	Unlabeled	0.527616	Positive	1.000000	0.527616	1.000000	NO	3
4753	NELL2	Positive	1.000000	Unlabeled	0.527425	0.527425	1.000000	NO	31
11069	RAPGEF4	Positive	1.000000	Unlabeled	0.527125	0.527125	1.000000	NO	45
2565	GABRG1	Positive	1.000000	Unlabeled	0.526714	0.526714	1.000000	NO	12
6328	SCN3A	Positive	1.000000	Unlabeled	0.525312	0.525312	1.000000	NO	20
50649	ARHGEF4	Unlabeled	0.524829	Positive	1.000000	0.524829	1.000000	NO	1229
4692	NDN	Positive	1.000000	Unlabeled	0.524825	0.524825	1.000000	NO	93
10666	CD226	Unlabeled	0.523816	Positive	1.000000	0.523816	1.000000	NO	15
135	ADORA2A	Positive	1.000000	Unlabeled	0.523715	0.523715	1.000000	NO	21
9074	CLDN6	Unlabeled	0.523683	Positive	1.000000	0.523683	1.000000	NO	324
4099	MAG	Unlabeled	0.523504	Positive	1.000000	0.523504	1.000000	NO	1103
9223	MAGI1	Unlabeled	0.523451	Positive	1.000000	0.523451	1.000000	NO	692
7102	TSPAN7	Positive	1.000000	Unlabeled	0.522612	0.522612	1.000000	NO	163
2562	GABRB3	Positive	1.000000	Unlabeled	0.522289	0.522289	1.000000	NO	334
947	CD34	Unlabeled	0.521902	Positive	1.000000	0.521902	1.000000	NO	334
50509	COL5A3	Unlabeled	0.521739	Positive	1.000000	0.521739	1.000000	NO	170
2131	EXT1	Positive	1.000000	Unlabeled	0.521486	0.521486	1.000000	NO	436
7143	TNR	Unlabeled	0.521353	Positive	1.000000	0.521353	1.000000	NO	1082
1959	EGR2	Positive	1.000000	Unlabeled	0.521178	0.521178	1.000000	NO	44
89	ACTN3	Unlabeled	0.521169	Positive	1.000000	0.521169	1.000000	NO	207
6563	SLC14A1	Unlabeled	0.698241	Unlabeled	0.745475	0.520521	0.909333	NO	8
114880	OSBPL6	Positive	1.000000	Unlabeled	0.519375	0.519375	1.000000	NO	46
1493	CTLA4	Unlabeled	0.518860	Positive	1.000000	0.518860	1.000000	NO	16
56924	PAK6	Unlabeled	0.518645	Positive	1.000000	0.518645	1.000000	NO	44
25759	SHC2	Unlabeled	0.518293	Positive	1.000000	0.518293	1.000000	NO	222
941	CD80	Unlabeled	0.518229	Positive	1.000000	0.518229	1.000000	NO	763
9915	ARNT2	Positive	1.000000	Unlabeled	0.517726	0.517726	1.000000	NO	170
8506	CNTNAP1	Unlabeled	0.517707	Positive	1.000000	0.517707	1.000000	NO	216
5010	CLDN11	Unlabeled	0.517514	Positive	1.000000	0.517514	1.000000	NO	69
4622	MYH4	Unlabeled	0.517488	Positive	1.000000	0.517488	1.000000	NO	5
1311	COMP	Unlabeled	0.517456	Positive	1.000000	0.517456	1.000000	NO	43
8515	ITGA10	Unlabeled	0.517199	Positive	1.000000	0.517199	1.000000	NO	332
1795	DOCK3	Positive	1.000000	Unlabeled	0.517086	0.517086	1.000000	NO	164
6401	SELE	Unlabeled	0.516994	Positive	1.000000	0.516994	1.000000	NO	6
9034	CCRL2	Unlabeled	1.000000	Unlabeled	0.516930	0.516930	1.000000	NO	1
4481	MSR1	Positive	1.000000	Unlabeled	0.516930	0.516930	1.000000	NO	303
55273	TMEM100	Positive	1.000000	Unlabeled	0.516737	0.516737	1.000000	NO	18
3897	L1CAM	Unlabeled	0.516730	Positive	1.000000	0.516730	1.000000	NO	776
84628	NTNG2	Unlabeled	0.516672	Positive	1.000000	0.516672	1.000000	NO	36
5133	PDCD1	Unlabeled	0.516575	Positive	1.000000	0.516575	1.000000	NO	366
9256	TSPOAP1	Positive	1.000000	Unlabeled	0.515982	0.515982	1.000000	NO	59
91807	MYLK3	Unlabeled	0.515843	Positive	1.000000	0.515843	1.000000	NO	3
245932	DEFB119	Unlabeled	0.515843	Unlabeled	0.999999	0.515842	1.000000	NO	2
90246	LOC90246	Unlabeled	0.515843	Unlabeled	0.999999	0.515842	0.999999	NO	1
150	ADRA2A	Positive	1.000000	Unlabeled	0.515649	0.515649	1.000000	NO	139
149461	CLDN19	Unlabeled	0.515420	Positive	1.000000	0.515420	1.000000	NO	50
3111	HLA-DOA	Unlabeled	0.513997	Positive	1.000000	0.513997	1.000000	NO	1743
9080	CLDN9	Unlabeled	0.513868	Positive	1.000000	0.513868	1.000000	NO	663
859	CAV3	Unlabeled	0.513628	Positive	1.000000	0.513628	1.000000	NO	171
1302	COL11A2	Unlabeled	0.512840	Positive	1.000000	0.512840	1.000000	NO	1723
7789	ZXDA	Unlabeled	0.512840	Unlabeled	1.000000	0.512840	1.000000	NO	1
5818	NECTIN1	Unlabeled	0.512809	Positive	1.000000	0.512809	1.000000	NO	2610
5881	RAC3	Unlabeled	0.512666	Positive	1.000000	0.512666	1.000000	NO	84
23308	ICOSLG	Unlabeled	0.512381	Positive	1.000000	0.512381	1.000000	NO	1129
2263	FGFR2	Unlabeled	0.512086	Positive	1.000000	0.512086	1.000000	NO	1384
56126	PCDHB10	Unlabeled	0.512086	Unlabeled	1.000000	0.512086	1.000000	NO	1
3996	LLGL1	Unlabeled	0.511720	Positive	1.000000	0.511720	1.000000	NO	545
1803	DPP4	Unlabeled	0.511443	Positive	1.000000	0.511443	1.000000	NO	33
1003	CDH5	Unlabeled	0.511370	Positive	1.000000	0.511370	1.000000	NO	61
93408	MYL10	Unlabeled	0.511178	Positive	1.000000	0.511178	1.000000	NO	302
115273	RAB42	Unlabeled	1.000000	Unlabeled	0.511102	0.511102	1.000000	NO	1
2170	FABP3	Positive	1.000000	Unlabeled	0.511102	0.511102	1.000000	NO	243
22846	VASH1	Positive	1.000000	Unlabeled	0.510945	0.510945	1.000000	NO	188
2036	EPB41L1	Unlabeled	0.510527	Positive	1.000000	0.510527	1.000000	NO	463
10319	LAMC3	Unlabeled	0.510471	Positive	1.000000	0.510471	1.000000	NO	79
23533	PIK3R5	Unlabeled	0.510436	Positive	1.000000	0.510436	1.000000	NO	871
23242	COBL	Positive	1.000000	Unlabeled	0.510391	0.510391	1.000000	NO	184
58498	MYL7	Unlabeled	0.510074	Positive	1.000000	0.510074	1.000000	NO	180
5155	PDGFB	Unlabeled	0.510037	Positive	1.000000	0.510037	1.000000	NO	1746
80380	PDCD1LG2	Unlabeled	0.509823	Positive	1.000000	0.509823	1.000000	NO	26
1013	CDH15	Unlabeled	0.509503	Positive	1.000000	0.509503	1.000000	NO	635
57555	NLGN2	Unlabeled	0.509186	Positive	1.000000	0.509186	1.000000	NO	80
23245	ASTN2	Positive	1.000000	Unlabeled	0.509096	0.509096	1.000000	NO	138
3674	ITGA2B	Unlabeled	0.509014	Positive	1.000000	0.509014	1.000000	NO	380
6948	TCN2	Positive	1.000000	Unlabeled	0.508875	0.508875	1.000000	NO	131
3280	HES1	Positive	1.000000	Unlabeled	0.508872	0.508872	1.000000	NO	147
114548	NLRP3	Positive	1.000000	Unlabeled	0.508625	0.508625	1.000000	NO	54
400746	NCMAP	Unlabeled	1.000000	Unlabeled	0.508511	0.508511	1.000000	NO	1
4582	MUC1	Positive	1.000000	Unlabeled	0.508511	0.508511	1.000000	NO	474
5156	PDGFRA	Unlabeled	0.508289	Positive	1.000000	0.508289	1.000000	NO	1335
91522	COL23A1	Unlabeled	0.508289	Unlabeled	1.000000	0.508289	1.000000	NO	1
5799	PTPRN2	Positive	1.000000	Unlabeled	0.508047	0.508047	1.000000	NO	328
2555	GABRA2	Positive	1.000000	Unlabeled	0.507721	0.507721	1.000000	NO	227
23624	CBLC	Unlabeled	0.506209	Positive	1.000000	0.506209	1.000000	NO	102
1745	DLX1	Positive	1.000000	Unlabeled	0.505907	0.505907	1.000000	NO	15
284217	LAMA1	Unlabeled	0.504921	Positive	1.000000	0.504921	1.000000	NO	63
4625	MYH7	Unlabeled	0.504770	Positive	1.000000	0.504770	1.000000	NO	56
3909	LAMA3	Unlabeled	0.504543	Positive	1.000000	0.504543	1.000000	NO	189
151126	ZNF385B	Positive	1.000000	Unlabeled	0.504440	0.504440	1.000000	NO	1
343263	MYBPHL	Unlabeled	0.690495	Unlabeled	0.730265	0.504245	1.000000	NO	2
6863	TAC1	Positive	1.000000	Unlabeled	0.504198	0.504198	1.000000	NO	23
885	CCK	Positive	1.000000	Unlabeled	0.503264	0.503264	1.000000	NO	57
6853	SYN1	Positive	1.000000	Unlabeled	0.503052	0.503052	1.000000	NO	261
3481	IGF2	Positive	1.000000	Unlabeled	0.502937	0.502937	1.000000	NO	900
6403	SELP	Unlabeled	0.502798	Positive	1.000000	0.502798	1.000000	NO	172
6616	SNAP25	Positive	1.000000	Unlabeled	0.502586	0.502586	1.000000	NO	648
2245	FGD1	Unlabeled	0.502391	Positive	1.000000	0.502391	1.000000	NO	289
4862	NPAS2	Positive	1.000000	Unlabeled	0.501798	0.501798	1.000000	NO	1217
5743	PTGS2	Positive	1.000000	Unlabeled	0.501528	0.501528	1.000000	NO	202
5080	PAX6	Positive	1.000000	Unlabeled	0.501402	0.501402	1.000000	NO	430
2571	GAD1	Positive	1.000000	Unlabeled	0.501248	0.501248	1.000000	NO	377
6693	SPN	Unlabeled	0.501144	Positive	1.000000	0.501144	1.000000	NO	337
6804	STX1A	Positive	1.000000	Unlabeled	0.501081	0.501081	1.000000	NO	219
2264	FGFR4	Unlabeled	0.500966	Positive	1.000000	0.500966	1.000000	NO	388
94120	SYTL3	Unlabeled	0.656321	Unlabeled	0.763201	0.500905	1.000000	NO	2
4629	MYH11	Unlabeled	0.500750	Positive	1.000000	0.500750	1.000000	NO	510
1066	CES1	Unlabeled	0.500750	Unlabeled	1.000000	0.500750	1.000000	NO	1
57623	ZFAT	Unlabeled	0.500750	Unlabeled	1.000000	0.500750	1.000000	NO	1
4803	NGF	Positive	1.000000	Unlabeled	0.500693	0.500693	1.000000	NO	111
83473	KATNAL2	Positive	1.000000	Unlabeled	0.500622	0.500622	1.000000	NO	1
9087	TMSB4Y	Unlabeled	0.500550	Positive	1.000000	0.500550	1.000000	NO	6
4908	NTF3	Positive	1.000000	Unlabeled	0.500392	0.500392	1.000000	NO	143
257194	NEGR1	Unlabeled	0.500252	Positive	1.000000	0.500252	1.000000	NO	144
5609	MAP2K7	Unlabeled	0.500227	Positive	1.000000	0.500227	1.000000	NO	722
3751	KCND2	Positive	1.000000	Unlabeled	0.500225	0.500225	1.000000	NO	74
51760	SYT17	Positive	1.000000	Unlabeled	0.499776	0.499776	1.000000	NO	201
84648	LCE3D	Unlabeled	1.000000	Unlabeled	0.499770	0.499770	1.000000	NO	1
64405	CDH22	Positive	1.000000	Unlabeled	0.499770	0.499770	1.000000	NO	201
3778	KCNMA1	Positive	1.000000	Unlabeled	0.499542	0.499542	1.000000	NO	1272
3910	LAMA4	Unlabeled	0.499461	Positive	1.000000	0.499461	1.000000	NO	1403
321	APBA2	Positive	1.000000	Unlabeled	0.499407	0.499407	1.000000	NO	270
3694	ITGB6	Unlabeled	0.499301	Positive	1.000000	0.499301	1.000000	NO	107
6000	RGS7	Positive	1.000000	Unlabeled	0.499149	0.499149	1.000000	NO	427
9863	MAGI2	Unlabeled	0.499129	Positive	1.000000	0.499129	1.000000	NO	481
1139	CHRNA7	Positive	1.000000	Unlabeled	0.499123	0.499123	1.000000	NO	48
3294	HSD17B2	Positive	1.000000	Unlabeled	0.498440	0.498440	1.000000	NO	26
4359	MPZ	Unlabeled	0.498220	Positive	1.000000	0.498220	1.000000	NO	75
793	CALB1	Positive	1.000000	Unlabeled	0.497734	0.497734	1.000000	NO	266
8828	NRP2	Positive	1.000000	Unlabeled	0.497625	0.497625	1.000000	NO	1426
7450	VWF	Unlabeled	0.497480	Positive	1.000000	0.497480	1.000000	NO	69
3696	ITGB8	Unlabeled	0.497472	Positive	1.000000	0.497472	1.000000	NO	646
1435	CSF1	Unlabeled	0.496902	Positive	1.000000	0.496902	1.000000	NO	789
7148	TNXB	Unlabeled	0.496875	Positive	1.000000	0.496875	1.000000	NO	1371
623	BDKRB1	Unlabeled	0.496568	Positive	1.000000	0.496568	1.000000	NO	55
9644	SH3PXD2A	Unlabeled	0.496522	Positive	1.000000	0.496522	1.000000	NO	265
6529	SLC6A1	Positive	1.000000	Unlabeled	0.496275	0.496275	1.000000	NO	185
5864	RAB3A	Positive	1.000000	Unlabeled	0.494856	0.494856	1.000000	NO	314
2065	ERBB3	Unlabeled	0.494842	Positive	1.000000	0.494842	1.000000	NO	1509
56936	CCDC177	Unlabeled	0.825361	Unlabeled	0.599405	0.494726	0.870830	NO	8
4915	NTRK2	Positive	1.000000	Unlabeled	0.494031	0.494031	1.000000	NO	1163
367	AR	Positive	1.000000	Unlabeled	0.493671	0.493671	1.000000	NO	656
50855	PARD6A	Unlabeled	0.493589	Positive	1.000000	0.493589	1.000000	NO	211
57575	PCDH10	Positive	1.000000	Unlabeled	0.493531	0.493531	1.000000	NO	78
6705	SPRR2F	Unlabeled	1.000000	Unlabeled	0.493349	0.493349	1.000000	NO	1
